iter	Logloss
125	0.1644167771
126	0.1623464457
127	0.160812663
128	0.1595077694
129	0.1578217996
130	0.1559084216
131	0.1548185155
132	0.1532289896
133	0.1520500327
134	0.1506633443
135	0.1488651346
136	0.147358047
137	0.1462165527
138	0.1451140743
139	0.1433603627
140	0.1420930732
141	0.1410860161
142	0.1400738818
143	0.1386523232
144	0.1371682329
145	0.1359020529
146	0.1348747747
147	0.1334367272
148	0.1320086725
149	0.131165373
150	0.1298250843
151	0.1287771313
152	0.1276452369
153	0.1264702872
154	0.1256341072
155	0.1243380308
156	0.122971167
157	0.1220598975
158	0.120597978
159	0.1195375589
160	0.1185405333
161	0.1175726279
162	0.1167161027
163	0.1156182426
164	0.1146931339
165	0.113220971
166	0.1123483411
167	0.1114955473
168	0.1107019818
169	0.1096552582
170	0.1082001257
171	0.1074189328
172	0.1065054026
173	0.1057321781
174	0.1041955244
175	0.1034779304
176	0.1028684809
177	0.1021878425
178	0.1013530565
179	0.1005174475
180	0.09969718772
181	0.09889272609
182	0.09794756662
183	0.09668609464
184	0.09562307165
185	0.09487419028
186	0.09388181675
187	0.09302255619
188	0.09220830073
189	0.09152545843
190	0.09080007708
191	0.08992464571
192	0.08944463873
193	0.08881336666
194	0.08817858581
195	0.08743546382
196	0.08644643462
197	0.08591302188
198	0.08536878264
199	0.08455147657
200	0.08367303911
201	0.08322713461
202	0.082477808
203	0.08185197646
204	0.08087151165
205	0.08002281476
206	0.07929703845
207	0.07859613809
208	0.07807167036
209	0.07758077656
210	0.07706780462
211	0.07673971912
212	0.07586434232
213	0.07529068568
214	0.07474206011
215	0.07416032165
216	0.07364372891
217	0.07293272449
218	0.07238151941
219	0.0720175318
220	0.07139382161
221	0.07075107959
222	0.07024380816
223	0.06984175688
224	0.06944010488
225	0.06897522886
226	0.0682944361
227	0.0675773477
228	0.06724988122
229	0.06643119203
230	0.06592612525
231	0.0655372588
232	0.06506444029
233	0.06443369676
234	0.06398302963
235	0.06366625033
236	0.06330086093
237	0.06273391735
238	0.0620117288
239	0.06171976084
240	0.06140706338
241	0.06103225358
242	0.06056990825
243	0.06030458571
244	0.05978104005
245	0.05950331832
246	0.05905976066
247	0.05865095322
248	0.05837966017
249	0.05816982022
250	0.05789021555
251	0.05758711947
252	0.05708356507
253	0.05642108314
254	0.05602730613
255	0.05562199742
256	0.05512508283
257	0.05459234513
258	0.0541644398
259	0.05384742065
260	0.05364857381
261	0.05329818898
262	0.05297273613
263	0.05269714436
264	0.05237722397
265	0.05204112415
266	0.0517380094
267	0.05145599181
268	0.05126494816
269	0.05111028918
270	0.05057992705
271	0.05034363126
272	0.04982583494
273	0.04946766848
274	0.0492996121
275	0.04898156459
276	0.04865580869
277	0.04845204842
278	0.04816467073
279	0.04780055816
280	0.0474938858
281	0.0472332828
282	0.04699325418
283	0.04665865237
284	0.0463133562
285	0.04609345097
286	0.04576381718
287	0.0455089549
288	0.04518879753
289	0.04498698912
290	0.04483308419
291	0.0446682163
292	0.04445921226
293	0.04417719611
294	0.04398377258
295	0.04379829585
296	0.04356648836
297	0.04325299809
298	0.04291521785
299	0.04263019131
300	0.04233197275
301	0.04206637302
302	0.04193161913
303	0.04167617085
304	0.04142982558
305	0.04121933213
306	0.0409195179
307	0.04070540365
308	0.04038752992
309	0.04018121168
310	0.03979712653
311	0.03958256417
312	0.03935990563
313	0.0391705625
314	0.0389636281
315	0.03861371006
316	0.03845482131
317	0.03828685542
318	0.03814999023
319	0.03799635531
320	0.03785539822
321	0.03768681044
322	0.03749887484
323	0.03728482235
324	0.03713104811
325	0.03690790268
326	0.03669653887
327	0.03655655413
328	0.03645863303
329	0.03632540444
330	0.03615740839
331	0.03603279016
332	0.03580220349
333	0.03559924896
334	0.0353857523
335	0.0351562026
336	0.03500711631
337	0.03481040518
338	0.03457650794
339	0.03445948894
340	0.0342821328
341	0.03409364137
342	0.033969984
343	0.03379010867
344	0.03358082168
345	0.03349576513
346	0.03333302004
347	0.03316425272
348	0.03295609175
349	0.03278571726
350	0.03262858075
351	0.03250737506
352	0.03239635818
353	0.03225486681
354	0.03213383347
355	0.03194588638
356	0.0316887936
357	0.03151197319
358	0.03127218585
359	0.03113315048
360	0.0309714797
361	0.03071570253
362	0.03048868783
363	0.03033579258
364	0.03014316904
365	0.02999236498
366	0.02986944296
367	0.02976778329
368	0.02961321911
369	0.02951141007
370	0.029416778
371	0.02930004051
372	0.02915080771
373	0.02901007181
374	0.02888006905
375	0.02872114727
376	0.02860896128
377	0.02850301007
378	0.02840773025
379	0.02826812899
380	0.02817487142
381	0.02804816344
382	0.02790512091
383	0.0278120601
384	0.02770794587
385	0.02764154917
386	0.02755907357
387	0.02744007541
388	0.02727890589
389	0.02714471214
390	0.0269702515
391	0.02689045739
392	0.02680780514
393	0.02670076813
394	0.02657717538
395	0.02650441032
396	0.02636215629
397	0.02628840309
398	0.02620104135
399	0.02608100047
400	0.02597586218
401	0.02590061814
402	0.02578881993
403	0.02562054812
404	0.02551382852
405	0.02541884026
406	0.02529583782
407	0.02520048187
408	0.0250442976
409	0.02495322457
410	0.02484950675
411	0.02476228145
412	0.02463442159
413	0.02451113764
414	0.02442580533
415	0.02434745754
416	0.02421527742
417	0.02413963123
418	0.02404511693
419	0.02385355047
420	0.02379280113
421	0.02372596925
422	0.02364257301
423	0.02355317897
424	0.02343783178
425	0.02338283177
426	0.02332607809
427	0.02322900152
428	0.02312932244
429	0.023040174
430	0.02292401819
431	0.022861001
432	0.02276078764
433	0.02269745304
434	0.02261357279
435	0.02248262641
436	0.02239397635
437	0.0222623578
438	0.02220034025
439	0.02207369259
440	0.02202572449
441	0.02196264267
442	0.02186717183
443	0.02178877808
444	0.02170124686
445	0.02162702112
446	0.02157734532
447	0.02150984414
448	0.02143929809
449	0.02139049553
450	0.02129342183
451	0.02123830836
452	0.02117094936
453	0.02108480126
454	0.02100435797
455	0.02093216885
456	0.02087687584
457	0.02083469155
458	0.02076267478
459	0.02069234561
460	0.02061360141
461	0.02057197008
462	0.02052108638
463	0.02044822796
464	0.02035008568
465	0.02028326816
466	0.02023735966
467	0.02016342835
468	0.02011725989
469	0.02006291051
470	0.01997823744
471	0.01986404787
472	0.01980347949
473	0.01974211543
474	0.01966153139
475	0.01959095087
476	0.01947582199
477	0.01941667838
478	0.01934813591
479	0.01929803067
480	0.01919042202
481	0.01911361821
482	0.01907007522
483	0.01901778686
484	0.0189719157
485	0.01884442065
486	0.01879534377
487	0.01873129247
488	0.01867158729
489	0.01862015207
490	0.01854836366
491	0.01850413845
492	0.01844196722
493	0.01841615194
494	0.01834692151
495	0.01830220366
496	0.0182660775
497	0.01819999678
498	0.01810949825
499	0.01805293273
500	0.01801760082
501	0.01794664831
502	0.0178722689
503	0.01781421397
504	0.01777329359
505	0.01765071197
506	0.01761663822
507	0.01756983349
508	0.01752158533
509	0.01747939816
510	0.01743820058
511	0.01739465616
512	0.01734253297
513	0.0172823567
514	0.01719605205
515	0.01713120794
516	0.01706305757
517	0.01701610203
518	0.01695677889
519	0.0169112036
520	0.01686830262
521	0.01683678254
522	0.01678006046
523	0.01673582232
524	0.01666291507
525	0.01662039182
526	0.01655319369
527	0.01651444493
528	0.01648066274
529	0.0164519649
530	0.01641339279
531	0.01634691422
532	0.01630931877
533	0.01626815135
534	0.01622560369
535	0.01619328505
536	0.01614524801
537	0.01608364553
538	0.0160309579
539	0.01599620193
540	0.01595507042
541	0.01592730614
542	0.01588596637
543	0.01582824897
544	0.01578339037
545	0.01572562126
546	0.01568226498
547	0.01564131013
548	0.01559438045
549	0.01556020472
550	0.015524373
551	0.01545520001
552	0.01541901497
553	0.01535625917
554	0.01531972368
555	0.01527884351
556	0.015229623
557	0.01514582892
558	0.01510077787
559	0.01502971333
560	0.01498407341
561	0.01494228265
562	0.01483213183
563	0.01479685307
564	0.01473659205
565	0.01471134841
566	0.01467398276
567	0.01461286286
568	0.01459005655
569	0.01455194117
570	0.01452257834
571	0.01449648587
572	0.01446822178
573	0.01443098396
574	0.01437000338
575	0.01433379104
576	0.01429242398
577	0.01425500519
578	0.01422876766
579	0.01417901861
580	0.01415909342
581	0.01411893425
582	0.01408812799
583	0.0140549203
584	0.01403019658
585	0.01400491559
586	0.01396135968
587	0.01393146256
588	0.01389778809
589	0.01386335959
590	0.01382776197
591	0.01378805235
592	0.01376261769
593	0.01373857619
594	0.01371945387
595	0.01369396319
596	0.01361950622
597	0.01357512876
598	0.01353723888
599	0.01349873859
600	0.01346913447
601	0.01343555766
602	0.01338840249
603	0.01336105473
604	0.01330051365
605	0.01325256853
606	0.01322528397
607	0.01320086617
608	0.01315638962
609	0.01312697939
610	0.01309761082
611	0.01306485124
612	0.01301746627
613	0.0129883792
614	0.01296839513
615	0.01294307249
616	0.0129180845
617	0.01288752527
618	0.01285434487
619	0.01284042755
620	0.01282070631
621	0.01278204659
622	0.01275865859
623	0.01273675137
624	0.01269807155
625	0.01266237627
626	0.01263866654
627	0.01261446993
628	0.01258268557
629	0.01255695648
630	0.01251867593
631	0.01249554502
632	0.01247076385
633	0.01244009116
634	0.01241838358
635	0.01238934965
636	0.01232521074
637	0.01230464068
638	0.01227490227
639	0.01224740155
640	0.01222283582
641	0.01220291063
642	0.01218147163
643	0.01216116296
644	0.01213936346
645	0.01211328392
646	0.01208714907
647	0.01204714789
648	0.01202686723
649	0.01199983617
650	0.01197553543
651	0.01195981991
652	0.01193041615
653	0.01191273008
654	0.01188835753
655	0.01186791386
656	0.01184508097
657	0.01182618989
658	0.0118016816
659	0.0117664014
660	0.01173120091
661	0.0117065806
662	0.01167739012
663	0.01164682802
664	0.01161466521
665	0.01157405721
666	0.01154404232
667	0.01151527913
668	0.01148033932
669	0.01144625983
670	0.01141253437
671	0.01139149824
672	0.01136025679
673	0.0113285701
674	0.01128700842
675	0.01126832416
676	0.01124299362
677	0.01122155319
678	0.01119300903
679	0.01117135459
680	0.0111483436
681	0.0111254705
682	0.01110066851
683	0.01108473898
684	0.01106387879
685	0.01104580997
686	0.01100699514
687	0.01097613789
688	0.01096604028
689	0.01095109388
690	0.01093216187
691	0.01090702379
692	0.01088619807
693	0.01086819962
694	0.01083355208
695	0.01080958168
696	0.01079476526
697	0.01077913089
698	0.01075559065
699	0.01073816383
700	0.01069704093
701	0.01067129244
702	0.01064706998
703	0.01061786657
704	0.01059927782
705	0.01056446871
706	0.01054328106
707	0.01052422552
708	0.01051038647
709	0.01047847285
710	0.01046542662
711	0.01044591723
712	0.01042383694
713	0.01040008269
714	0.01037891083
715	0.01036153644
716	0.01034752001
717	0.01032948566
718	0.01031306278
719	0.01028919076
720	0.01026783363
721	0.01024608727
722	0.01021963358
723	0.01020386564
724	0.01019372423
725	0.01017999793
726	0.01016768131
727	0.01014112636
728	0.01011827049
729	0.01009849252
730	0.01007130778
731	0.01003259851
732	0.01000979435
733	0.009992688535
734	0.009974350412
735	0.009963253894
736	0.009942653667
737	0.00992148971
738	0.009903703827
739	0.009879606316
740	0.009860748268
741	0.009841822716
742	0.009822133794
743	0.009806549693
744	0.009785482682
745	0.009772840035
746	0.009753436927
747	0.009732578174
748	0.009709812791
749	0.00967611534
750	0.009657696069
751	0.009646101888
752	0.009628833058
753	0.009608769991
754	0.009594318378
755	0.009569468268
756	0.009530835123
757	0.009518165904
758	0.009486541691
759	0.009470441255
760	0.009444951293
761	0.009426333818
762	0.009404603975
763	0.00937037152
764	0.009351107729
765	0.009332761707
766	0.009313932384
767	0.009303713419
768	0.009289063603
769	0.009268796588
770	0.009255814265
771	0.009234646717
772	0.009226016251
773	0.009214147746
774	0.009193673191
775	0.009184531419
776	0.009164696716
777	0.009139466717
778	0.009117721075
779	0.009102513273
780	0.009073417589
781	0.009059618036
782	0.009049208767
783	0.009022751486
784	0.009007232735
785	0.008990128356
786	0.008977003126
787	0.008964318827
788	0.008936203388
789	0.008916043373
790	0.008894874389
791	0.008880119008
792	0.008865175477
793	0.008846305221
794	0.008835187878
795	0.008818913655
796	0.008799427963
797	0.008767081312
798	0.008754652667
799	0.008742519172
800	0.008731148329
801	0.00870913698
802	0.008666047849
803	0.008648208825
804	0.008636201003
805	0.008621468601
806	0.008595403418
807	0.008583535631
808	0.0085757899
809	0.008567084749
810	0.008535990514
811	0.008528134909
812	0.008517293327
813	0.008493249675
814	0.008479904698
815	0.008473232568
816	0.008463894746
817	0.00845163127
818	0.008436917541
819	0.008417234363
820	0.008404489023
821	0.00838638501
822	0.008377698531
823	0.008366429662
824	0.008328650371
825	0.008299553251
826	0.008284150118
827	0.008273260421
828	0.008257047958
829	0.008240752191
830	0.008230770209
831	0.008219377104
832	0.008204565709
833	0.008183723473
834	0.008158494191
835	0.008146349206
836	0.00812961969
837	0.008109153035
838	0.008095482746
839	0.00808418587
840	0.008063404675
841	0.008053324309
842	0.008045778217
843	0.008039010576
844	0.008010416146
845	0.007994571364
846	0.007985324745
847	0.00797894633
848	0.007968513362
849	0.007946925709
850	0.007941168475
851	0.00792907735
852	0.007916423212
853	0.007906810347
854	0.007889310998
855	0.00787544825
856	0.007864809898
857	0.007853196328
858	0.007842746126
859	0.007829025567
860	0.007816693151
861	0.007798370109
862	0.007787188852
863	0.007780336472
864	0.007767911417
865	0.007756951344
866	0.007746696472
867	0.007732385612
868	0.007721274014
869	0.007708924362
870	0.007688658065
871	0.007680292589
872	0.007667388543
873	0.00765782092
874	0.007648847189
875	0.007639425347
876	0.00762917263
877	0.007613667523
878	0.007602818041
879	0.007588160325
880	0.007567896182
881	0.007555178849
882	0.007538646819
883	0.007532809872
884	0.007518211761
885	0.007506826556
886	0.007493126823
887	0.007485108203
888	0.007476355656
889	0.00746484406
890	0.007440657501
891	0.007430316454
892	0.00740427856
893	0.00739609477
894	0.007387145456
895	0.007375744452
896	0.007361827126
897	0.007354609938
898	0.007347404957
899	0.00733958095
900	0.00733307758
901	0.007325820176
902	0.007317237107
903	0.007311348455
904	0.007304182972
905	0.007295311215
906	0.007287765842
907	0.007278510605
908	0.007262441767
909	0.007247859455
910	0.007232044117
911	0.007220888712
912	0.007206983595
913	0.007195677384
914	0.007185186248
915	0.00717137736
916	0.007161765932
917	0.007153131158
918	0.007138724787
919	0.007129588759
920	0.007118479315
921	0.007110930351
922	0.007098927555
923	0.007091453276
924	0.007074845843
925	0.007055904492
926	0.007047753736
927	0.007028628545
928	0.007021683526
929	0.007013906916
930	0.006988691996
931	0.006982840687
932	0.006970191576
933	0.006962863078
934	0.006951751479
935	0.006943554763
936	0.00693763595
937	0.006927644632
938	0.006917930511
939	0.006884115288
940	0.006875299546
941	0.006861003048
942	0.006849124489
943	0.006838509835
944	0.006833389581
945	0.006825156959
946	0.006818696677
947	0.006810748433
948	0.00680489497
949	0.006798273828
950	0.006785471755
951	0.006779147918
952	0.006761976753
953	0.006753838206
954	0.006749762828
955	0.006742036486
956	0.006727540349
957	0.006722315248
958	0.006708531495
959	0.006699036403
960	0.00669372369
961	0.006683995925
962	0.006678809603
963	0.00667388037
964	0.006662681878
965	0.00665079542
966	0.006641515766
967	0.006636829261
968	0.006630413504
969	0.006619816085
970	0.006610975926
971	0.006603000394
972	0.006597350879
973	0.006586894932
974	0.006579170026
975	0.006569465959
976	0.006561375526
977	0.006551289415
978	0.006543776357
979	0.006534302091
980	0.00652982887
981	0.00651897508
982	0.006511360766
983	0.006497475038
984	0.006483487336
985	0.006474955972
986	0.006468903588
987	0.006460758577
988	0.006454931684
989	0.006433874728
990	0.00642587837
991	0.006403775818
992	0.006380331085
993	0.006373359496
994	0.006368253604
995	0.006357958518
996	0.006348980478
997	0.006341974419
998	0.006329450981
999	0.006320812616
